title,artist,album_art_url
Jesus Walks,Kanye West,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0225b055377757b3cdd6f26b78
What About Us,P!nk,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02c16f45c31b1ed33e0f998ac1
Wiggle,Jason Derulo Featuring Snoop Dogg,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0264d58f6e7672baecc8972806
...Ready For It?,Taylor Swift,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02da5d5aeeabacacc1263c0f4b
Unconditionally,Katy Perry,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0247f930accd8ac01686401fa2
I'm N Luv (Wit A Stripper),T-Pain Featuring Mike Jones,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02dbaa4ff0c40e19d9c19ed760
Panini,Lil Nas X,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02de048a43d03fb53a466c1c9f
True Colors,Cyndi Lauper,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02edbbd1e4dde99597ce850c54
One,Metallica,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02fe896727e3db1027ed72d885
Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e020841a28ca69a34d2a45e58ed
Un-Break My Heart,Toni Braxton,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e025bc7429f54c5f6745c225fc6
La Isla Bonita,Madonna,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02ab2411303d48498dc1d8c137
Back To Life,Soul II Soul,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e022c6504b9f170161d93079e25
Big Energy,Latto,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0241ccbaea202c7073a321a168
Ms. New Booty,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e024f9e97fa729c2f120512ddd7
Always Remember Us This Way,Lady Gaga,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02b5d4b4ed17ec86c4b3944af2
Started From The Bottom,Drake,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02193f6ad901b5a1e72c4c084b
Calling My Phone,Lil Tjay Featuring 6LACK,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e025af0305457ff290e06dcc4c2
This Is America,Childish Gambino,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0227b61d416f074313d5a35b2f
Shake It,Metro Station,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e021a8598add77d9132e9d4744b
Super Freaky Girl,Nicki Minaj,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02facb808b493713699283feca
Waking Up In Vegas,Katy Perry,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0231cc26681b0164332fa26634
Heaven,Bryan Adams,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02578899f03bd912e82ad531e7
I Need Your Love,Calvin Harris Featuring Ellie Goulding,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02c68d3086e5bf29ac2ff6fc93
Let's Hear It For The Boy,Deniece Williams,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02d80928fb032fdf43d32399d2
Ex's & Oh's,Elle King,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e024e856a2522e6972ca0be66cb
If You Want Me To Stay,Sly & The Family Stone,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e020b1804895a3ce499c4212bca
Sexual Healing,Marvin Gaye,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0246e859872ed30a898160aeb2
Good Girls Go Bad,Cobra Starship Featuring Leighton Meester,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02c83d25c1b9d5f384c32d834a
What You Know,T.I.,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02d5fa46459e5489190606f47f
If It Makes You Happy,Sheryl Crow,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02b3ed19f9985ca08a7a30f6c4
Radio Ga Ga,Queen,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e024aab69127abbdced0dec07e0
Blame It,Jamie Foxx Featuring T-Pain,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02382232d7db73671643c8c820
Midnight Sky,Miley Cyrus,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02136d46f65c783bd9742dfc6d
Evil Woman,Electric Light Orchestra,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02d183a2d842ee145f55c4e9df
Jingle Bell Rock,Bobby Helms,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02fd56f3c7a294f5cfe51c7b17
Always On My Mind,Willie Nelson,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02e786801505efc5bb2e97ed04
Therefore I Am,Billie Eilish,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e022a038d3bf875d23e4aeaa84e
Where Are U Now,Skrillex & Diplo With Justin Bieber,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0257fc4730e06c9ab20c1e073b
Jealous,Nick Jonas,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e023721c00c751f3596b38ffdad
The Unforgiven,Metallica,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0276c60d2128c8e4649b85f2b2
"""Yes, And?""",Ariana Grande,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e028b58d20f1b77295730db15b4
Steal My Sunshine,Len,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e026e74f5fa891ae07c7c2da59c
"""Bills, Bills, Bills""",Destiny's Child,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02f028a53cac8a7d030d5b678d
Jumpman,Drake & Future,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02d6adfbd3f091d6f2b9af6507
Behind These Hazel Eyes,Kelly Clarkson,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0203dadde4d9d305c1c3e0d91c
I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02f8373456a306c5f2ec3fbfb3
Meet Virginia,Train,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e029c38db64f60c6a20068c5442
Telepatia,Kali Uchis,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02044a5466dac00f7b3c570b99
Rockstar,Nickelback,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02bad7e941f557e06019b87fd4
"""Me, Myself And I""",Beyonce,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0245680a4a57c97894490a01c1
In Case You Didn't Know,Brett Young,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e028c67513a5ffd9a018b410f1b
Addicted,Saving Abel,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e024c0a189e24f900c7e3da4412
Secrets,OneRepublic,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e021315cfbb494b981b3e7f1627
Fallin' For You,Colbie Caillat,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02be5d79c73e718926afd14d70
Talking Body,Tove Lo,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0270cd79659edf4d5fec0840b8
Rock Your Body,Justin Timberlake,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02346a5742374ab4cf9ed32dee
Bad Things,Machine Gun Kelly x Camila Cabello,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02e82d82470e7a6a6e3d158727
The Middle,Jimmy Eat World,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0295d1d98c5176e4f982bd73d6
Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e021dc7483a9fcfce54822a2f19
Wicked Game,Chris Isaak,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02ad0e25c1c366d63bcbae4073
Bank Account,21 Savage,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e022719343298d0e4f1790e14cd
Controlla,Drake,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e029416ed64daf84936d89e671c
Pony,Ginuwine,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02283dfa69c2fb724e7fe5087d
Over And Over,Nelly Featuring Tim McGraw,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0211ac852a01b0a3c2802dbacd
Soda Pop,"""Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee""",https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e024dcb6c5df15cf74596ab25a4
Sweet Nothing,Calvin Harris Featuring Florence Welch,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02c68d3086e5bf29ac2ff6fc93
How Do You Sleep?,Sam Smith,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0276bc1c851462191faec76bf8
Absolutely (Story Of A Girl),Nine Days,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02df51a705c36af75f7ecbf181
MAMIII,Becky G X Karol G,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02ddad5b63226b0084a7bd06d4
Me Porto Bonito,Bad Bunny & Chencho Corleone,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0249d694203245f241a1bcaa72
Unsteady,X Ambassadors,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02555f12037889f4b332cce41b
My Girl,The Temptations,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e021a5b6271ae1c8497df20916e
All The Right Moves,OneRepublic,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e021315cfbb494b981b3e7f1627
Confessions Part II,Usher,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02365b3fb800c19f7ff72602da
Bang!,AJR,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0267e137ef965febbf9c18cbbd
Death Bed,Powfu Featuring beabadoobee,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02bf01fd0986a195d485922167
Anxiety,Doechii,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02ea29212b801087f18319c187
Alone,Heart,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02e6db88b395f063ee1ca6e0d5
Somewhere Only We Know,Keane,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02045d0a38105fbe7bde43c490
Die A Happy Man,Thomas Rhett,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02f00a1acf866539632b187ea0
Houdini,Dua Lipa,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e022f8790ed72296c2614607575
Ballin',Mustard & Roddy Ricch,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0293b1e96fad758869d0974162
Sexy Can I,Ray J & Yung Berg,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e026cd26ab888f6d5d20f994366
My Way,Calvin Harris,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e028f29547ed75f352eb4e6a7cb
Riders On The Storm,The Doors,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e021ef42496a7971d4482cdc40f
Endless Love,Luther Vandross & Mariah Carey,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02823384483d789f0f3bade348
Sweet Emotion,Aerosmith,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e028cffbbb7fe8645a486a85ea9
Bust A Move,Young M.C.,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e024ca82caf00a35b0b034ac35d
Say Goodbye,Chris Brown,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02f9685817281327d5fecb244e
Jar Of Hearts,Christina Perri,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02603a5fede652c2d00b79d5f0
Dear Future Husband,Meghan Trainor,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e020753a386572b590eb0728227
Whoomp! (There It Is),Tag Team,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02eaeeffc0bc26046a17a0254a
Papa Don't Preach,Madonna,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02ab2411303d48498dc1d8c137
Separate Ways (Worlds Apart),Journey,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e029675b338e1be8f2bf4dae480
Timeless,The Weeknd & Playboi Carti,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02de79f330bc297af3fae736da
The Edge Of Glory,Lady Gaga,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e024ba15b951a5cff36133ca5bd
How Far We've Come,Matchbox Twenty,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e020f9b32498b1d1053d4cc5c9c
Who,Jimin,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02f02c451189a709b9a952aaec
Rehab,Amy Winehouse,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02dc65d5638a3de4a0bdf3c05f
Breathin,Ariana Grande,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02c3af0c2355c24ed7023cd394
Toosie Slide,Drake,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02bba7cfaf7c59ff0898acba1f
Don't Trust Me,3OH!3,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e024659e979019065ca972fa9e3
Lido Shuffle,Boz Scaggs,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02f5395c7406ecb6a3e93255d4
Crazy,Aerosmith,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0291b246743456e285a20a46ed
We R Who We R,Ke$ha,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02d94f03f5cae0ba242a13178b
Anaconda,Nicki Minaj,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e026fc944ef0967cf846c7539d6
Got To Be Real,Cheryl Lynn,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02c0e98d7c48b548f1a3833368
Knife Talk,Drake Featuring 21 Savage & Project Pat,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02cd945b4e3de57edd28481a3f
Listen To Your Heart,Roxette,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0215c293b9489fa5f5fdad4607
Cry Me A River,Justin Timberlake,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02346a5742374ab4cf9ed32dee
It's Not My Time,3 Doors Down,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0283341df0f125e14e22838afa
All I Have To Give,Backstreet Boys,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02dafd4b9261a1ab9acd53a53d
"""This Ain't A Scene, It's An Arms Race""",Fall Out Boy,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02da071ae7564949fbbfc6904d
Don't Stop Me Now,Queen,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02008b06ec71019afd70153889
Yonaguni,Bad Bunny,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0264afd6879102d03460bd3ad9
Un x100to,Grupo Frontera X Bad Bunny,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02716c0b0ad51594ff788b5f06
Try,P!nk,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0224a1ac503b55e6eef9a7bb8c
The Motto,Drake Featuring Lil Wayne,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02b47fe51d7b639a08c342ca6c
"Blaze Of Glory (From ""Young Guns II"")",Jon Bon Jovi,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02573737443786e4aed4c3cff7
Opalite,Taylor Swift,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02d7812467811a7da6e6a44902
Get Low,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e023ba0e7112f965bfda72b1c5b
The Way,Ariana Grande Featuring Mac Miller,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e027ac8196b11a3c9dce4dd2222
Black Balloon,Goo Goo Dolls,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02d54c4b12c9242bda37f4bb25
No Role Modelz,J. Cole,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02c6e0948bbb0681ff29cdbae8
I Like It,Enrique Iglesias Featuring Pitbull,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e022322cb36f86e371982a7a077
Closer,Ne-Yo,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e025694163d7c4ab48251e9b57c
Till The World Ends,Britney Spears Featuring Nicki Minaj & Ke$ha,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e023613a80185a11b15987d2885
Beer Never Broke My Heart,Luke Combs,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0212a1dd8db4de62f6e146a43b
Ayo Technology,50 Cent Featuring Justin Timberlake & Timbaland,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e024b9ca70affe8386d84bd260d
Save Tonight,Eagle-Eye Cherry,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02aacc6949864aa4c1073d3060
Come On Eileen,Dexys Midnight Runners,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e028bd8adbdc4727d9080240905
Agora Hills,Doja Cat,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02a54499d7ba4e9afeea91df86
"""Paint It, Black""",The Rolling Stones,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02bad7062c3fd2f2d037989694
Don't Dream It's Over,Crowded House,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e027cef65b561af10a25acbc2df
Daisies,Justin Bieber,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02d65c4773bc5061fd27facc5b
Nothing Else Matters,Metallica,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02c1a13209dfe146aef3296e34
Just The Two Of Us,"""Grover Washington, Jr. With Bill Withers""",https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02472fbc1d5743c7d3c75b9ec0
Collide,Howie Day,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02fc9edd185a51a1780c1df552
Hard Knock Life (Ghetto Anthem),Jay-Z,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e029700390e9c33c62cfcd915ce
"""Baby, I Love Your Way""",Peter Frampton,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e029aa3b16bdacb096988a76c0d
Broken,Seether Featuring Amy Lee,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e021eb6354949f8eeb9a4fee87e
Be My Baby,The Ronettes,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02b298efc29df3b69ec3f0d675
Hip Hop Hooray,Naughty by Nature,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e029ac4e14fdaf2f24717050239
Swimming Pools (Drank),Kendrick Lamar,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e024ea4ca0bd7485e2106b3d9a5
Say,John Mayer,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02f310b04bb7ae2b8af543862f
Lose My Breath,Destiny's Child,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e025a4df8a804866955ab8c4def
The Sound Of Silence,Simon & Garfunkel,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e024b139bf6224f8f7eae9b4b0e
MotorSport,"""Migos, Nicki Minaj & Cardi B""",https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02fd6fe0db20b774c35628dace
Ignition,R. Kelly,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e024cb949e9f103f12d96797121
Come And Get Your Love,Redbone,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0246814e1b44e54d806753801e
She Got The Best Of Me,Luke Combs,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02493d0a872c97a661b9606e62
Home,Phillip Phillips,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e025c75f5e02580f4c0c3e80e8e
Murder On My Mind,YNW Melly,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e020f5397dc6aa91374897182e0
Tequila,Dan + Shay,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0205e4408393e1c81a8ab1bf26
Mrs. Officer,Lil Wayne Featuring Bobby Valentino & Kidd Kidd,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0202a999c3a283b5392e57737d
You Say,Lauren Daigle,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02152dff2321bbb3c4fbb757bb
Crack A Bottle,"""Eminem, Dr. Dre & 50 Cent""",https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02506c4cc93e5a6234164125e1
Permission To Dance,BTS,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02a7e481899b7e0396f93d10b8
Old Time Rock & Roll,Bob Seger & The Silver Bullet Band,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02ef063cb80508c55eb443a671
Maniac,Michael Sembello,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e027b436d31c5ae44b334736619
Loser,Beck,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02b07e5a0787e609bc1f1270f8
Hands To Myself,Selena Gomez,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e026bc7473df6c9d1fd90972e84
Cool Kids,Echosmith,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02b098cbfb14e8cc251451ca19
Somebody Told Me,The Killers,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02ccdddd46119a4ff53eaf1f5d
House Of The Rising Sun,The Animals,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02b49cefa2e0f92604950a0a63
Too Little Too Late,JoJo,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e022ef40d2ab77021d24a74a4df
Happier Than Ever,Billie Eilish,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e022a038d3bf875d23e4aeaa84e
Just Wanna Rock,Lil Uzi Vert,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02d7f97f84ffeaf2077813ef24
Ain't No Other Man,Christina Aguilera,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02e86d1964047c965af2e4d35a
Just A Girl,No Doubt,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e026ebd5e789646a833b8f7d4ba
Toxicity,System of a Down,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0207bc7d2a745636c356b4d0aa
Wonderful Tonight,Eric Clapton,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0233375d550893179db5077892
Work Out,J. Cole,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e020d3000894570f210bc8dd198
Achy Breaky Heart,Billy Ray Cyrus,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02c0548cc3cffbb803be9feed1
Superstar,Lupe Fiasco Featuring Matthew Santos,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02c3244d303444a43b933b9bf4
What A Wonderful World,Louis Armstrong,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02845a5660b804e5f3e821fbed
Tattoo,Jordin Sparks,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02260e2444b3431b3b8b559bc3
Fireball,Pitbull Featuring John Ryan,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02e6efeff81a318670a292090f
Malibu,Miley Cyrus,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02b722d4add25425e328237a4e
Superstition,Stevie Wonder,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e029e447b59bd3e2cbefaa31d91
The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0230dc6027fd140c7ba68e900c
Ocean Eyes,Billie Eilish,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02a9f6c04ba168640b48aa5795
In Your Eyes,The Weeknd,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e028863bc11d2aa12b54f5aeb36
My Happy Ending,Avril Lavigne,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e029c291af4bf0c3071847f2b80
Start Me Up,The Rolling Stones,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0206b22c84b37f280cbacdeffb
Yes Indeed,Lil Baby & Drake,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e026cab41f8c84d6164976400d4
We Be Burnin',Sean Paul,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02b82dd1e42423a9bfb6a478a4
All The Small Things,blink-182,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e026da502e35a7a3e48de2b0f74
Snap Yo Fingers,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02aa119fab1d342e3a7e4ddb2c
Black And Yellow,Wiz Khalifa,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e020ae17b44cc2c047be7442a33
Dirty Little Secret,The All-American Rejects,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e024d54e4f290fe5c08c66ebc0e
Human Nature,Michael Jackson,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0232a7d87248d1b75463483df5
Whip It,Devo,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02f4f1f36551dd41c5442c2a2f
"""For What It's Worth (Stop, Hey What's That Sound)""",Buffalo Springfield,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e022dc5b802303ff19c62a346ab
Against The Wind,Bob Seger,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0299b37676fbae815424b4b1a4
Walk It Out,Unk,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0219360d7c9720e704861309b7
Please Forgive Me,Bryan Adams,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02fcc94755fea2787dcd34b0a6
It's Not Right But It's Okay,Whitney Houston,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0284b84d08fdbaebb99098890c
Soul Survivor,Young Jeezy Featuring Akon,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02e647a3be0956a5d9769f0444
Baile Inolvidable,Bad Bunny,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02bbd45c8d36e0e045ef640411
Me Too,Meghan Trainor,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02b1cc5f1dbd32a2f79ca0a689
Faithfully,Journey,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e029675b338e1be8f2bf4dae480
I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02c0fa62ae53b2aeae3766f13d
P.Y.T. (Pretty Young Thing),Michael Jackson,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0232a7d87248d1b75463483df5
Waka Waka (This Time For Africa),Shakira Featuring Freshlyground,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02ffb27f9337dbb82468b2661a
Love Her Madly,The Doors,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e027cc10517eb430486cc35a937
Snowman,Sia,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02a75e532b61dac3ddafd022ef
Seven Nation Army,The White Stripes,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e027028981d09d2e5833c9c78ad
Gold,Kiiara,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e023df320c7de5212472b93d4a0
Money For Nothing,Dire Straits,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0258c4e9c84ece7d31f51636f3
No Air,Jordin Sparks Duet With Chris Brown,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02260e2444b3431b3b8b559bc3
"""Jesus, Take The Wheel""",Carrie Underwood,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02c20ffeb64e39773de0f6c232
